Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
24,Female,Research & Development,Human Resources,35859,9,1,2,Yes,2,0,3,1
19,Female,Sales,Manager,40142,10,2,2,No,2,0,2,0
35,Female,Sales,Manager,113450,7,3,1,No,21,2,4,0
34,Female,Research & Development,Sales Representative,109970,20,1,4,No,15,1,1,0
44,Male,Research & Development,Sales Representative,101779,8,1,1,Yes,10,4,2,1
54,Male,Sales,Sales Executive,131202,11,4,4,No,15,3,1,0
57,Female,Sales,Healthcare Representative,24423,21,4,1,No,24,3,2,0
30,Male,Sales,Sales Representative,98757,10,1,3,No,12,3,3,0
59,Male,Sales,Research Director,30530,0,4,1,No,14,0,2,0
44,Male,Research & Development,Manager,144014,0,2,2,No,12,2,2,0
20,Male,Human Resources,Human Resources,100569,10,1,4,No,26,0,1,0
57,Male,Research & Development,Manager,117590,16,4,3,Yes,3,2,2,0
23,Male,Research & Development,Manufacturing Director,92100,23,2,3,No,36,4,2,0
42,Male,Research & Development,Manufacturing Director,66795,3,2,1,No,22,6,1,1
51,Female,Research & Development,Sales Representative,107609,13,1,4,No,10,2,4,0
28,Female,Sales,Research Director,127826,7,4,2,No,30,1,4,0
29,Female,Sales,Laboratory Technician,39035,11,2,3,No,37,4,4,0
37,Female,Research & Development,Laboratory Technician,132699,11,3,4,Yes,3,6,1,0
55,Female,Research & Development,Manager,113089,7,1,3,No,8,2,2,0
27,Male,Sales,Sales Representative,26588,0,4,3,No,6,5,4,0
45,Female,Sales,Manufacturing Director,141373,1,4,1,No,3,2,2,0
37,Female,Research & Development,Manager,39331,13,3,2,No,29,4,1,0
22,Female,Sales,Sales Executive,96141,5,2,3,No,8,1,3,0
47,Male,Research & Development,Laboratory Technician,32495,8,3,1,Yes,15,1,1,0
52,Male,Research & Development,Human Resources,41477,2,2,2,Yes,32,6,3,0
42,Female,Research & Development,Manager,101804,1,4,4,No,24,2,2,0
25,Female,Sales,Research Director,106738,3,3,4,No,27,0,3,0
24,Female,Sales,Research Scientist,107740,9,1,4,No,4,5,3,0
35,Female,Research & Development,Laboratory Technician,61316,4,4,4,No,38,0,3,0
39,Male,Research & Development,Human Resources,125729,5,1,4,Yes,4,0,3,0
41,Male,Sales,Human Resources,21653,7,2,1,No,28,5,1,0
28,Female,Sales,Research Director,130328,7,2,4,No,25,2,4,0
39,Female,Research & Development,Laboratory Technician,55815,0,1,3,No,17,0,1,0
30,Male,Research & Development,Research Director,98786,2,4,4,No,33,6,4,0
46,Male,Human Resources,Healthcare Representative,137253,23,4,3,Yes,35,1,4,0
51,Male,Research & Development,Research Director,49490,16,1,1,Yes,3,4,3,0
45,Male,Research & Development,Research Director,70503,3,2,3,Yes,38,1,3,0
18,Female,Research & Development,Manufacturing Director,126824,7,2,4,No,10,4,1,0
59,Male,Sales,Laboratory Technician,131729,9,3,1,Yes,31,4,4,0
18,Female,Research & Development,Human Resources,46754,22,3,3,Yes,33,5,3,1
59,Male,Research & Development,Healthcare Representative,83669,21,3,3,No,22,2,2,0
19,Female,Sales,Manufacturing Director,59999,19,1,2,No,34,4,3,0
39,Male,Human Resources,Manager,84792,2,3,4,No,33,5,3,0
22,Female,Research & Development,Human Resources,66186,12,1,1,No,21,5,2,1
21,Female,Sales,Research Scientist,15704,12,1,2,Yes,7,5,2,1
46,Female,Research & Development,Human Resources,139810,15,4,4,Yes,17,2,1,0
48,Female,Human Resources,Manufacturing Director,101009,21,1,3,No,36,3,4,0
22,Female,Human Resources,Sales Executive,77325,8,1,1,No,8,6,3,0
59,Female,Research & Development,Laboratory Technician,29554,13,2,1,No,39,1,2,0
31,Male,Human Resources,Healthcare Representative,24621,6,3,3,No,8,4,3,0
31,Male,Human Resources,Sales Representative,79631,5,3,4,Yes,26,5,3,0
30,Male,Research & Development,Manager,102626,7,1,1,No,25,3,1,0
37,Male,Human Resources,Research Scientist,50142,18,4,1,Yes,8,6,1,1
25,Female,Research & Development,Healthcare Representative,115493,10,2,2,No,19,2,1,0
35,Male,Research & Development,Laboratory Technician,67971,17,3,1,No,6,5,1,0
26,Male,Research & Development,Laboratory Technician,16494,17,1,1,Yes,15,4,4,0
20,Female,Research & Development,Sales Representative,87505,9,4,2,No,38,0,1,0
33,Male,Sales,Research Director,39444,23,2,3,No,3,5,4,0
46,Male,Research & Development,Research Scientist,16952,1,4,4,No,34,4,3,0
50,Female,Human Resources,Manager,32565,22,2,2,Yes,27,1,1,1
32,Female,Research & Development,Manufacturing Director,53418,0,3,3,No,30,4,4,0
31,Female,Human Resources,Manufacturing Director,84506,9,3,4,No,12,3,1,0
51,Female,Research & Development,Sales Representative,148597,20,1,1,Yes,38,6,4,1
46,Female,Sales,Laboratory Technician,44469,17,1,4,No,10,2,1,0
52,Female,Sales,Sales Representative,22748,8,2,1,Yes,20,1,3,0
56,Male,Research & Development,Manufacturing Director,40820,22,1,3,No,2,0,2,0
52,Female,Research & Development,Sales Executive,58118,3,3,4,No,35,5,3,0
57,Male,Research & Development,Research Director,42708,16,1,4,No,28,6,4,0
35,Male,Research & Development,Research Director,58391,12,3,2,No,7,4,4,0
34,Female,Research & Development,Manager,145822,5,1,3,No,26,2,2,0
31,Female,Research & Development,Sales Representative,66217,23,1,1,No,8,6,1,0
27,Male,Human Resources,Research Scientist,100686,19,2,2,No,18,1,2,0
49,Female,Research & Development,Manufacturing Director,107445,0,3,4,Yes,20,4,4,1
48,Female,Research & Development,Manufacturing Director,32569,2,2,1,No,37,4,3,0
51,Female,Research & Development,Sales Representative,48445,1,2,1,No,13,5,4,0
25,Male,Human Resources,Manufacturing Director,71121,10,2,3,Yes,1,6,2,0
38,Female,Sales,Sales Representative,77136,10,2,3,No,17,2,3,0
27,Male,Sales,Laboratory Technician,16779,18,2,2,Yes,37,0,1,1
55,Female,Sales,Manager,102056,16,4,1,No,32,1,1,0
29,Male,Research & Development,Research Scientist,55593,0,3,1,No,3,5,3,0
24,Female,Research & Development,Manager,58513,11,2,3,No,3,2,1,0
41,Male,Research & Development,Sales Executive,96405,19,3,2,No,30,0,2,0
54,Male,Research & Development,Sales Representative,143084,22,3,4,No,29,5,2,0
56,Male,Sales,Sales Executive,131770,7,4,2,No,22,4,3,0
22,Female,Research & Development,Human Resources,147255,1,3,2,No,4,0,4,0
31,Male,Human Resources,Research Director,70822,3,1,1,No,11,4,4,0
24,Female,Sales,Manager,31155,8,3,3,Yes,34,4,3,0
30,Male,Sales,Human Resources,44157,11,4,2,Yes,6,6,4,0
40,Male,Sales,Research Director,61415,8,1,4,Yes,8,6,3,0
29,Female,Research & Development,Research Scientist,55532,2,1,2,No,18,6,1,0
20,Female,Sales,Sales Representative,43076,8,3,4,No,29,6,2,0
39,Male,Research & Development,Manufacturing Director,35368,7,4,2,No,33,5,4,0
20,Male,Research & Development,Research Director,40216,12,2,2,No,24,4,4,1
27,Male,Research & Development,Research Director,103867,1,3,2,Yes,20,3,2,1
18,Female,Research & Development,Human Resources,81282,19,3,2,No,16,5,2,0
21,Female,Sales,Healthcare Representative,20070,10,3,2,No,2,6,4,0
36,Male,Human Resources,Research Scientist,91116,7,1,4,No,11,0,1,0
53,Female,Research & Development,Research Scientist,128717,22,2,3,Yes,9,0,4,0
50,Male,Research & Development,Research Scientist,72463,18,4,1,No,3,3,3,1
22,Male,Sales,Human Resources,58010,3,4,1,No,30,2,4,0
19,Female,Research & Development,Manager,51794,3,4,1,No,14,3,2,0
32,Female,Human Resources,Manufacturing Director,66221,0,1,3,No,20,2,3,0
45,Male,Sales,Healthcare Representative,52613,14,2,1,No,8,5,2,1
49,Female,Sales,Research Scientist,139768,8,1,2,No,24,6,1,0
52,Male,Sales,Manager,148937,9,2,4,No,6,1,2,0
32,Female,Research & Development,Manufacturing Director,61343,12,4,1,No,27,5,4,0
25,Male,Human Resources,Research Director,139696,13,2,1,No,29,0,1,1
19,Male,Research & Development,Sales Executive,130235,0,1,1,No,13,5,1,1
24,Male,Research & Development,Human Resources,25246,2,3,2,Yes,9,4,4,1
20,Female,Research & Development,Sales Executive,81262,19,4,1,No,31,4,4,0
54,Female,Research & Development,Manufacturing Director,103634,23,3,3,No,9,3,4,0
29,Male,Sales,Manufacturing Director,71987,20,4,3,No,7,0,4,0
52,Female,Sales,Sales Representative,76678,22,3,1,No,14,5,4,0
41,Female,Research & Development,Manager,81712,11,3,3,Yes,38,0,4,1
40,Male,Research & Development,Research Scientist,107989,20,4,2,No,19,3,4,0
37,Female,Research & Development,Healthcare Representative,54658,22,2,1,Yes,11,1,3,1
52,Female,Research & Development,Healthcare Representative,95589,22,2,2,No,21,5,2,0
19,Male,Research & Development,Healthcare Representative,47871,3,3,3,No,14,4,2,0
21,Male,Sales,Sales Executive,135049,3,3,1,No,26,3,2,0
35,Male,Research & Development,Research Scientist,26430,10,2,4,No,18,2,3,0
34,Female,Sales,Healthcare Representative,24043,12,2,4,No,23,5,3,0
40,Female,Human Resources,Laboratory Technician,20093,23,1,1,No,18,1,1,0
48,Male,Research & Development,Healthcare Representative,62195,7,3,1,Yes,19,5,1,0
42,Male,Sales,Research Scientist,96843,20,1,2,No,18,6,3,0
28,Male,Sales,Sales Representative,148041,22,2,4,No,16,1,4,0
31,Male,Research & Development,Research Scientist,76377,24,2,1,No,38,4,4,0
49,Male,Research & Development,Manager,39608,4,4,2,Yes,11,2,1,0
26,Male,Research & Development,Research Director,64713,6,2,3,No,32,6,3,0
39,Female,Sales,Manufacturing Director,32190,5,1,1,No,28,6,3,0
40,Male,Human Resources,Research Scientist,78718,18,3,1,No,21,2,2,0
49,Female,Research & Development,Sales Executive,113411,17,1,1,Yes,13,1,3,1
48,Male,Research & Development,Manufacturing Director,19796,10,2,1,No,19,0,2,1
37,Male,Research & Development,Research Scientist,119953,2,2,3,No,34,4,4,1
30,Female,Human Resources,Research Director,45855,13,1,4,No,8,6,4,0
33,Female,Human Resources,Human Resources,105756,18,4,2,No,23,1,3,0
35,Female,Research & Development,Human Resources,125091,11,2,2,No,30,5,2,0
27,Female,Research & Development,Human Resources,119786,6,3,1,Yes,25,5,3,0
44,Male,Research & Development,Manager,105433,14,4,4,No,6,3,4,0
26,Male,Research & Development,Laboratory Technician,108652,16,2,4,No,20,1,2,0
45,Female,Research & Development,Healthcare Representative,40328,14,4,3,No,8,4,4,0
49,Female,Sales,Laboratory Technician,33329,21,2,2,No,37,4,3,1
58,Female,Sales,Research Director,66469,7,4,1,No,14,5,1,0
22,Female,Human Resources,Manufacturing Director,97109,15,2,4,No,17,3,3,0
49,Male,Human Resources,Manufacturing Director,98452,21,1,1,No,34,0,1,0
21,Male,Human Resources,Sales Representative,119878,5,4,1,Yes,17,1,3,0
32,Male,Research & Development,Manufacturing Director,56646,7,4,3,No,8,2,4,0
25,Female,Research & Development,Manufacturing Director,131844,1,4,1,Yes,35,3,4,1
24,Female,Research & Development,Laboratory Technician,75634,9,1,1,No,26,2,3,0
25,Male,Research & Development,Sales Executive,48241,1,4,3,No,24,6,1,0
19,Female,Sales,Sales Executive,114281,18,2,1,Yes,3,1,4,0
52,Female,Human Resources,Manufacturing Director,32203,2,4,2,No,18,4,2,0
20,Male,Sales,Human Resources,69717,17,4,3,Yes,18,2,1,0
34,Male,Research & Development,Laboratory Technician,120447,14,1,1,No,11,6,4,0
47,Female,Research & Development,Manager,119099,24,2,4,No,23,6,1,1
59,Female,Research & Development,Laboratory Technician,49634,8,2,1,No,10,5,2,0
53,Male,Sales,Laboratory Technician,37484,8,2,3,No,19,5,1,0
23,Male,Research & Development,Research Scientist,19310,6,3,1,No,32,4,3,0
59,Male,Sales,Manager,27065,13,2,3,No,29,4,4,0
45,Female,Research & Development,Manager,126403,5,3,4,No,11,3,3,0
25,Male,Sales,Manufacturing Director,120786,2,3,4,Yes,9,0,4,0
36,Female,Research & Development,Healthcare Representative,83308,23,1,2,No,1,6,4,0
56,Male,Research & Development,Healthcare Representative,91964,16,1,1,Yes,14,6,4,0
34,Male,Sales,Laboratory Technician,59095,2,3,4,No,1,3,1,0
25,Male,Sales,Sales Representative,40926,15,1,3,No,6,6,1,0
54,Female,Research & Development,Healthcare Representative,16542,7,1,1,No,39,2,2,0
58,Male,Sales,Sales Executive,105704,4,3,1,No,34,0,3,1
58,Female,Sales,Healthcare Representative,19769,11,2,2,Yes,22,5,4,0
58,Male,Research & Development,Manufacturing Director,29178,19,1,3,No,31,3,2,0
54,Female,Human Resources,Research Director,122004,0,2,2,Yes,20,6,3,0
37,Male,Research & Development,Laboratory Technician,93682,8,3,4,No,24,1,1,0
26,Male,Research & Development,Human Resources,81110,23,4,3,No,36,3,3,0
43,Female,Human Resources,Manager,44483,9,4,4,No,4,4,4,0
27,Female,Research & Development,Research Scientist,35212,2,3,4,No,14,0,2,0
37,Female,Research & Development,Manufacturing Director,77977,10,4,2,No,5,6,1,0
45,Male,Research & Development,Research Director,63398,17,3,4,No,32,4,2,0
57,Female,Research & Development,Laboratory Technician,87105,24,2,2,Yes,33,1,4,1
30,Male,Research & Development,Sales Representative,37316,15,4,1,Yes,29,5,4,0
28,Female,Research & Development,Research Director,46245,1,2,2,Yes,24,6,3,1
48,Female,Sales,Sales Representative,30239,20,4,2,No,19,2,3,0
18,Female,Research & Development,Sales Executive,72304,19,4,4,Yes,1,4,2,0
41,Female,Sales,Manufacturing Director,52301,16,2,4,No,31,5,4,0
49,Female,Research & Development,Manufacturing Director,45167,22,3,1,No,35,1,4,0
41,Female,Sales,Manufacturing Director,89183,19,4,1,No,38,3,4,1
34,Male,Research & Development,Research Director,82150,5,4,3,No,14,3,4,0
52,Male,Research & Development,Sales Executive,43350,10,1,3,Yes,8,2,3,1
33,Female,Research & Development,Healthcare Representative,109369,12,4,3,No,26,2,4,0
47,Female,Sales,Human Resources,61395,12,3,2,Yes,1,4,3,0
37,Female,Sales,Research Director,61084,15,1,4,No,3,5,3,0
19,Female,Research & Development,Manager,79520,17,1,2,No,33,2,3,0
40,Male,Sales,Human Resources,33771,2,3,2,No,38,1,1,0
20,Male,Research & Development,Manufacturing Director,71704,14,2,2,No,16,5,4,1
57,Female,Research & Development,Manager,93623,0,1,4,Yes,20,1,2,0
43,Female,Sales,Healthcare Representative,32364,12,3,2,No,22,0,3,0
33,Male,Research & Development,Sales Executive,91260,10,3,3,No,6,2,4,0
38,Male,Research & Development,Sales Executive,20246,5,1,4,Yes,9,5,1,0
44,Male,Sales,Human Resources,96470,24,2,1,No,12,5,2,0
28,Male,Human Resources,Research Scientist,19786,6,2,3,Yes,33,2,4,1
30,Female,Sales,Manufacturing Director,38636,1,4,3,Yes,18,3,2,1
35,Female,Research & Development,Manager,62274,8,3,4,No,29,6,3,0
28,Female,Research & Development,Manager,97974,18,1,1,Yes,8,5,3,1
49,Female,Research & Development,Healthcare Representative,112038,0,3,3,No,38,5,4,0
22,Male,Research & Development,Human Resources,78305,12,4,4,Yes,35,0,3,0
52,Male,Sales,Research Director,32719,10,1,2,No,19,1,2,0
32,Male,Human Resources,Human Resources,67310,21,4,3,No,9,0,1,0
41,Male,Research & Development,Manager,121242,0,1,2,No,39,6,2,1
24,Female,Human Resources,Human Resources,27192,0,3,3,No,32,2,3,0
34,Male,Research & Development,Manager,111616,14,2,2,No,20,3,3,0
49,Male,Human Resources,Healthcare Representative,67079,4,3,1,No,11,3,4,0
29,Female,Research & Development,Research Director,15532,17,4,4,Yes,25,3,4,0
23,Female,Research & Development,Research Director,108769,6,4,1,No,15,0,2,0
39,Male,Research & Development,Sales Executive,18610,14,4,1,No,27,6,1,0
24,Male,Research & Development,Human Resources,64902,0,4,4,Yes,33,2,2,0
31,Female,Research & Development,Sales Representative,41329,17,2,4,No,20,6,2,0
36,Female,Research & Development,Human Resources,93838,12,2,3,No,2,5,4,0
41,Female,Sales,Sales Representative,22576,0,3,3,Yes,22,4,4,0
44,Male,Research & Development,Human Resources,27291,6,1,2,No,34,4,4,1
46,Male,Sales,Laboratory Technician,86731,1,3,3,No,9,6,4,1
53,Male,Human Resources,Research Scientist,149181,1,3,3,No,38,2,1,0
20,Female,Sales,Research Scientist,20349,17,4,3,Yes,15,2,1,0
33,Female,Sales,Laboratory Technician,77200,10,1,3,No,27,4,3,0
18,Female,Research & Development,Research Scientist,123357,20,1,3,No,28,1,2,0
18,Female,Research & Development,Manufacturing Director,54251,6,1,4,Yes,8,5,4,0
26,Female,Research & Development,Research Scientist,81549,17,3,3,No,2,0,2,0
43,Male,Human Resources,Research Scientist,128222,15,3,2,Yes,38,6,1,0
55,Male,Sales,Healthcare Representative,113273,16,3,3,Yes,28,2,1,1
50,Female,Research & Development,Research Director,54583,20,1,1,Yes,25,0,2,1
45,Male,Research & Development,Research Scientist,116344,17,2,1,Yes,12,4,1,0
50,Male,Research & Development,Healthcare Representative,106228,18,2,4,Yes,5,1,2,0
25,Male,Research & Development,Manager,83413,18,1,3,No,11,2,3,0
53,Male,Sales,Sales Representative,74552,11,4,1,No,22,3,4,0
55,Female,Research & Development,Sales Executive,139923,18,1,2,Yes,28,4,3,0
21,Female,Research & Development,Sales Representative,133027,21,3,4,No,13,0,1,0
37,Female,Sales,Sales Executive,148682,18,2,3,Yes,9,0,2,0
52,Male,Human Resources,Laboratory Technician,106176,15,4,4,No,10,3,4,0
37,Male,Research & Development,Laboratory Technician,63493,1,3,3,No,38,2,2,0
53,Male,Sales,Research Director,29798,10,2,1,No,25,4,3,1
57,Male,Research & Development,Research Scientist,31991,1,3,1,No,39,5,4,0
37,Female,Sales,Research Director,143411,2,1,1,Yes,1,4,1,0
20,Female,Sales,Human Resources,64037,9,1,3,Yes,18,0,2,1
32,Female,Research & Development,Human Resources,29909,11,2,4,No,18,6,3,0
27,Male,Sales,Laboratory Technician,45152,13,4,2,No,16,5,4,0
37,Female,Sales,Sales Executive,17819,22,4,3,No,16,0,4,0
42,Male,Research & Development,Research Scientist,86685,19,2,3,No,4,5,2,0
37,Male,Sales,Sales Representative,94778,10,2,3,No,2,6,2,0
26,Female,Research & Development,Research Scientist,66082,8,4,3,No,31,3,4,0
30,Male,Research & Development,Manager,115456,17,3,2,No,18,5,4,0
46,Male,Sales,Manufacturing Director,79860,6,1,3,Yes,7,6,4,1
19,Female,Research & Development,Sales Representative,144591,22,1,2,Yes,14,6,3,1
26,Male,Sales,Manager,118030,19,4,3,No,37,6,2,0
55,Female,Research & Development,Manager,25166,17,4,4,Yes,19,1,2,0
22,Male,Sales,Research Director,51992,6,4,1,No,39,0,3,0
35,Female,Human Resources,Human Resources,116820,15,1,3,No,7,4,2,0
26,Male,Sales,Manufacturing Director,87559,20,4,1,No,5,4,3,0
22,Male,Research & Development,Healthcare Representative,116684,1,1,2,No,22,3,3,1
35,Female,Sales,Manager,60246,4,4,3,No,27,1,2,0
39,Male,Sales,Research Director,20148,12,4,2,No,39,6,2,0
25,Female,Research & Development,Healthcare Representative,120969,8,2,1,No,19,2,4,0
21,Male,Research & Development,Manufacturing Director,120978,17,1,2,Yes,8,5,2,0
23,Female,Human Resources,Research Director,101337,10,3,1,No,22,4,2,0
45,Female,Sales,Human Resources,69589,24,1,3,Yes,12,6,2,1
54,Male,Sales,Manager,16148,7,3,1,Yes,8,4,2,0
25,Male,Research & Development,Sales Executive,113260,9,2,2,No,4,4,3,0
31,Female,Research & Development,Laboratory Technician,104106,0,2,2,Yes,29,5,4,1
32,Female,Human Resources,Healthcare Representative,105134,6,4,4,Yes,26,0,2,0
33,Male,Human Resources,Sales Representative,37971,5,4,4,Yes,7,4,1,0
28,Male,Human Resources,Sales Representative,113714,19,2,1,No,22,4,4,0
20,Female,Sales,Research Director,112803,8,2,1,No,35,5,1,1
40,Female,Research & Development,Sales Executive,130760,5,4,3,Yes,32,1,4,0
33,Male,Research & Development,Healthcare Representative,91590,7,2,2,No,18,4,1,0
32,Male,Research & Development,Sales Representative,113758,14,1,3,Yes,3,1,2,0
29,Female,Research & Development,Human Resources,69200,19,4,4,No,25,0,4,0
57,Male,Sales,Research Scientist,109051,24,4,1,Yes,21,4,1,1
43,Male,Research & Development,Research Director,108698,1,2,4,No,36,0,1,0
35,Female,Human Resources,Sales Executive,120244,21,1,1,No,22,0,3,0
26,Male,Sales,Research Scientist,130640,9,1,1,No,29,3,1,0
51,Female,Human Resources,Research Director,15430,20,3,3,No,21,6,1,0
55,Male,Research & Development,Research Director,120130,0,2,4,No,22,5,3,0
19,Female,Sales,Human Resources,121985,15,3,3,No,13,0,4,0
57,Male,Sales,Manager,88626,23,4,1,No,16,0,4,0
47,Female,Sales,Manager,85150,0,1,1,No,12,3,4,1
22,Male,Research & Development,Healthcare Representative,112563,19,4,4,No,19,3,3,0
49,Male,Sales,Healthcare Representative,76464,2,1,3,Yes,38,0,3,1
22,Female,Research & Development,Healthcare Representative,70878,24,1,1,Yes,14,1,4,1
20,Female,Human Resources,Laboratory Technician,123453,18,3,3,Yes,19,0,3,1
22,Female,Research & Development,Research Director,121518,22,3,2,No,37,3,1,0
37,Male,Sales,Manufacturing Director,42936,22,4,1,No,6,4,1,0
44,Male,Research & Development,Manager,126922,7,3,1,Yes,10,2,3,1
35,Female,Research & Development,Sales Representative,59076,10,2,4,No,20,4,4,0
23,Female,Research & Development,Healthcare Representative,33534,17,3,3,No,16,1,3,0
26,Male,Sales,Manager,133586,4,4,1,No,14,5,2,0
53,Female,Research & Development,Sales Executive,47134,7,3,1,No,31,0,2,0
58,Female,Research & Development,Laboratory Technician,42400,2,2,2,No,20,3,3,0
49,Female,Research & Development,Healthcare Representative,51448,22,4,2,Yes,15,2,4,0
22,Female,Sales,Manufacturing Director,81358,6,2,2,No,19,3,2,0
52,Female,Human Resources,Human Resources,37421,10,2,3,Yes,35,3,3,1
47,Female,Sales,Human Resources,36540,11,2,1,Yes,39,4,2,1
40,Female,Sales,Sales Representative,67992,9,2,1,No,10,6,1,0
24,Female,Sales,Manufacturing Director,44421,19,1,3,No,2,3,2,0
59,Female,Research & Development,Sales Executive,41059,22,3,4,No,2,1,1,0
36,Male,Research & Development,Sales Representative,138142,14,3,1,Yes,18,3,3,1
19,Female,Sales,Research Director,95397,20,2,2,No,25,3,1,0
26,Female,Research & Development,Healthcare Representative,16865,2,4,3,No,3,6,2,0
34,Female,Research & Development,Research Director,28718,24,2,1,No,20,3,4,0
20,Female,Sales,Human Resources,124881,2,2,4,No,16,6,1,0
31,Male,Human Resources,Healthcare Representative,51439,1,1,1,No,37,4,2,0
37,Female,Research & Development,Research Scientist,35573,0,4,3,No,24,4,3,0
57,Male,Sales,Sales Executive,104845,6,1,2,No,17,2,4,0
21,Male,Human Resources,Sales Representative,128133,20,1,3,No,23,1,4,0
42,Male,Research & Development,Manager,68803,7,4,1,No,6,0,1,0
56,Female,Research & Development,Research Scientist,115288,19,3,1,No,19,3,1,0
51,Female,Research & Development,Sales Executive,71897,10,1,3,No,13,6,4,0
56,Female,Research & Development,Human Resources,29689,2,2,4,Yes,8,0,3,1
25,Male,Research & Development,Laboratory Technician,122719,11,3,3,No,16,6,4,0
51,Male,Research & Development,Laboratory Technician,139058,5,1,4,Yes,25,6,1,0
59,Female,Research & Development,Manager,147909,7,4,2,No,23,3,1,0
31,Male,Sales,Manufacturing Director,28508,12,3,1,Yes,38,2,1,0
38,Female,Research & Development,Human Resources,91284,19,1,2,No,11,4,1,0
40,Female,Research & Development,Sales Representative,99161,14,3,4,No,28,5,4,1
38,Female,Sales,Manufacturing Director,25674,5,1,4,Yes,22,0,4,0
30,Male,Human Resources,Laboratory Technician,143472,17,3,3,No,35,3,2,0
58,Male,Research & Development,Research Director,28891,17,2,2,No,36,0,1,0
58,Male,Research & Development,Manager,51278,5,1,3,Yes,28,4,1,1
33,Female,Research & Development,Human Resources,145747,21,3,3,Yes,17,0,2,0
51,Male,Research & Development,Manufacturing Director,90073,21,2,3,No,21,2,3,0
34,Female,Sales,Sales Executive,106696,15,2,4,No,26,5,4,0
51,Male,Human Resources,Human Resources,81650,7,4,3,No,32,5,3,0
42,Male,Research & Development,Laboratory Technician,116583,8,3,1,No,9,1,4,0
37,Male,Research & Development,Research Director,25998,10,2,1,No,35,3,4,0
23,Female,Research & Development,Sales Representative,106228,4,1,3,No,32,1,4,0
45,Female,Sales,Laboratory Technician,23996,7,3,4,No,4,4,1,0
31,Male,Sales,Sales Representative,39248,3,1,4,No,11,0,4,0
27,Female,Research & Development,Sales Executive,83343,3,4,3,No,10,5,4,0
26,Female,Sales,Manufacturing Director,75528,18,1,3,No,23,0,3,0
59,Female,Research & Development,Manufacturing Director,35593,3,3,4,No,9,4,3,0
22,Female,Human Resources,Manager,122740,11,2,4,No,12,2,4,0
51,Male,Research & Development,Healthcare Representative,55751,10,3,1,No,8,1,3,0
54,Male,Research & Development,Manager,131958,1,2,2,No,3,3,2,1
19,Female,Research & Development,Healthcare Representative,17024,20,1,2,No,18,0,3,0
42,Male,Sales,Sales Representative,47040,24,4,3,No,13,4,4,0
42,Male,Human Resources,Research Scientist,55075,15,4,2,No,20,4,1,0
33,Male,Research & Development,Sales Representative,95454,16,1,2,Yes,9,3,3,1
46,Female,Sales,Sales Executive,69139,5,1,1,No,12,2,1,1
35,Male,Sales,Sales Executive,36208,21,3,1,No,35,3,3,0
36,Male,Human Resources,Sales Representative,92093,19,4,2,No,32,6,1,0
36,Female,Sales,Research Scientist,144367,10,3,4,No,11,5,4,0
51,Male,Research & Development,Sales Representative,33045,17,1,2,Yes,7,0,3,1
44,Male,Sales,Research Scientist,49047,23,3,1,No,39,2,2,0
33,Male,Sales,Research Scientist,79596,15,2,2,Yes,27,0,3,0
56,Male,Human Resources,Human Resources,113095,4,3,4,Yes,20,1,3,0
51,Female,Sales,Research Scientist,33442,8,2,3,Yes,28,5,1,0
57,Female,Sales,Human Resources,46200,4,1,3,No,9,5,3,0
48,Male,Research & Development,Manufacturing Director,46750,8,1,1,No,17,3,3,1
34,Female,Human Resources,Research Director,98167,22,3,4,No,16,4,2,0
50,Female,Research & Development,Human Resources,26125,4,3,1,No,29,2,2,0
31,Female,Sales,Research Scientist,104000,22,2,4,No,8,3,2,0
29,Female,Human Resources,Laboratory Technician,72438,7,1,4,Yes,20,5,1,1
36,Female,Research & Development,Manager,59337,12,4,3,No,33,1,4,0
58,Male,Human Resources,Research Director,131390,13,1,4,Yes,8,2,3,0
41,Male,Research & Development,Research Scientist,125542,3,1,4,Yes,5,0,2,0
34,Female,Research & Development,Research Scientist,123397,4,2,3,Yes,33,1,2,1
37,Female,Research & Development,Manufacturing Director,134525,7,3,4,No,35,0,3,0
30,Female,Research & Development,Research Scientist,46577,1,4,3,No,17,5,1,0
45,Male,Research & Development,Laboratory Technician,130434,18,3,3,No,2,5,3,0
32,Male,Research & Development,Research Scientist,38758,13,4,2,No,22,2,1,0
41,Female,Human Resources,Research Director,59657,21,3,3,No,12,4,4,0
33,Male,Research & Development,Research Director,89995,21,4,2,No,23,1,4,0
31,Female,Sales,Research Scientist,115485,8,1,1,Yes,6,0,4,1
58,Female,Research & Development,Healthcare Representative,92985,20,1,2,No,32,3,1,0
32,Female,Research & Development,Manager,90531,1,3,1,Yes,27,1,1,1
20,Male,Research & Development,Manager,65822,10,4,4,Yes,26,5,2,0
33,Female,Research & Development,Human Resources,95004,16,3,2,No,20,1,2,0
40,Female,Research & Development,Manager,79139,11,2,4,Yes,9,5,3,1
21,Female,Sales,Sales Representative,79452,18,2,2,Yes,37,1,3,1
30,Female,Research & Development,Sales Executive,94072,21,1,2,No,11,0,2,1
24,Male,Research & Development,Sales Executive,96035,10,2,1,No,15,3,1,0
39,Female,Human Resources,Manager,59544,6,3,4,No,37,1,2,0
48,Female,Research & Development,Human Resources,33313,14,1,3,Yes,2,2,3,1
